1.2615,0.021226
5.2084,3.6937
7.741,1.4899
8.6632,4.214
0.34962,-0.095485
9.2029,2.3075
10.337,-0.59621
6.0588,2.2933
2.0214,0.28328
0.66791,0.78326
7.0345,0.93988
2.0402,0.36376
1.2348,0.49214
10.635,2.1078
2.1834,0.8808
10.077,2.1765
8.2797,4.2104
8.7091,2.623
2.1078,1.546
0.42269,-0.025525
0.84416,0.63775
0.51279,-0.077995
4.4083,1.878
8.9215,9.9867
4.5814,2.3039
1.1615,-0.13812
1.493,-0.22239
0.28831,0.33727
0.231,-0.035902
6.0894,2.0023
1.1342,-0.28127
9.3156,11.288
1.2607,-0.13163
4.2182,-0.30265
7.543,3.9588
10.052,5.031
4.3864,2.4345
0.85297,-0.1277
2.9191,-0.27952
0.11131,0.0031409
0.60058,-0.020484
1.1714,0.77998
0.26285,-0.016338
9.4028,2.0373
0.71608,-0.183
1.1734,0.68659
0.61276,-0.10801
1.1453,0.63778
1.6696,-0.37216
0.20712,0.018368
0.14358,0.080027
0.38301,-0.018018
0.2136,-0.058336
0.26832,-0.031375
0.42291,-0.11426
4.5156,0.93088
0.56371,0.043994
2.184,0.55474
7.5554,1.2048
7.8471,-0.57689
3.3148,0.54561
0.085326,0.016692
4.9993,-0.388
6.8113,3.0402
9.1248,4.6366
0.55135,-0.18289
3.5582,1.711
0.47437,-0.065253
1.7576,0.29589
2.9888,1.9725
2.4173,0.70828
4.569,1.6215
4.1453,0.0789
0.3987,-0.10889
3.7698,1.0511
7.0562,1.0893
1.7725,-0.28261
1.4058,-0.17547
8.9351,0.31102
5.8147,0.1887
4.7184,0.79315
5.6921,1.4255
0.2865,0.17244
7.1646,0.3012
3.834,2.2866
3.5746,2.188
3.7001,1.2213
2.4704,-0.38314
2.3796,-0.39965
0.86584,-0.11289
0.70813,0.3168
9.9706,4.1919
5.3461,1.3378
0.13289,0.079468
6.4974,0.62392
0.3783,-0.022798
5.7689,7.8836
3.7637,1.2068
5.2412,2.5495
4.7993,0.59002
0.57834,-0.0034748
2.8705,-0.15299
0.61265,1.1506
2.5855,0.083854
5.8741,0.7052
9.3598,7.7903
9.017,0.94288
7.9704,4.6334
7.5238,-0.24387
0.47811,0.66386
1.4701,-0.33341
0.383,-0.071244
7.7118,4.5484
1.1874,-0.091469
8.3458,0.95816
3.4008,0.66658
2.6973,-0.29849
1.2649,0.61404
8.928,1.329
0.72493,-0.04084
7.9091,5.6397
0.39935,-0.023349
4.4043,1.9894
0.43229,-0.042373
0.1826,-0.042888
1.5111,1.5516
-0.24854,0.40727
5.7335,1.1593
2.3641,-0.32011
2.1557,-0.14581
0.85545,0.90259
9.5591,6.777
2.4999,-0.19109
0.5359,0.60031
7.9794,8.064
0.25102,-0.0016078
9.2918,3.1194
5.7552,0.52765
3.1738,-0.27015
1.934,2.3108
0.10838,0.064812
1.7333,1.1028
0.56543,-0.028478
2.5089,4.1982
3.7964,1.7218
5.6157,1.5843
1.7387,1.8365
2.7705,0.074188
11.415,0.63204
7.5361,2.5703
2.206,-0.068643
8.1897,2.1745
1.783,-0.24552
1.299,1.4133
9.1679,2.2116
6.6244,-0.14272
2.6811,0.49512
2.8907,0.49949
0.7544,-0.041463
3.0423,0.76862
0.50157,-0.13578
0.42467,-0.10263
2.3976,0.093071
6.2605,2.252
4.2614,0.27526
2.7226,1.2238
6.5657,1.4974
0.48283,0.00043158
0.93654,0.033775
5.1463,0.37836
6.6147,0.37649
3.135,2.5498
7.7486,9.0808
4.3668,0.73997
10.612,3.1028
9.9056,5.9148
8.0478,6.4984
-0.18246,1.0297
0.62528,0.41042
0.10439,0.062427
0.14604,0.068954
0.72921,-0.15761
0.54843,0.50026
0.90403,-0.17415
5.7633,0.56921
6.0371,-0.27155
4.5066,0.61891
2.2904,-0.28147
6.914,2.5174
0.058594,0.035039
0.18861,0.096211
4.3389,-0.18736
7.9948,10.976
7.8651,11.549
5.4951,0.33584
6.0881,1.5842
4.9877,2.5142
3.7581,1.7849
9.4145,5.3132
0.16088,-0.0099993
0.1275,0.060201
5.2937,1.74
4.4264,2.4141
3.0682,0.52426
3.5013,-0.026642
4.1896,-0.22952
1.5296,0.59443
3.2416,0.34588
-0.0010934,0.30255
8.3559,11.806
9.072,4.8604
0.83936,-0.19766
4.2462,1.1735
7.9632,-1.0559
0.40637,-0.12336
6.7981,1.0903
0.56633,0.41904
5.8505,7.2609
2.5836,0.73872
8.4473,6.0635
6.5631,0.49204
3.8138,0.65633
1.7658,1.1532
0.11041,1.317
8.4466,0.4411
5.523,0.045716
7.2884,4.8059
8.8784,8.6948
5.9179e-05,0.5086
6.3681,-0.95864
0.052478,0.031381
0.41993,-0.11469
5.3288,0.58081
3.4123,2.0117
7.6204,1.9629
1.529,0.92784
1.8353,0.20326
1.6458,-0.19248
4.2884,0.66325
1.3888,0.39792
9.7298,4.0003
6.066,0.66675
3.0705,-0.16537
-0.15497,0.32857
5.8944,1.6572
8.1421,3.1691
5.714,8.7881
0.43271,-0.081952
5.4344,2.9925
-0.023971,0.44568
2.2583,0.070525
4.7304,2.027
0.48202,0.41799
5.0733,2.7259
6.6379,0.49562
4.1613,6.7692
0.94623,0.31054
0.56766,-0.12979
1.522,0.17042
4.509,0.42976
2.6002,0.65363
11.291,2.5108
8.2981,0.85079
8.2712,7.3033
3.1623,1.3956
-0.045581,0.46508
0.5544,-0.12619
9.095,4.0533
8.1414,5.587
5.7035,3.8837
2.1333,1.1613
0.067385,0.040296
5.6683,1.7788
0.77358,-0.069934
0.27456,0.0086363
7.7051,5.6381
8.631,11.14
1.8473,0.17321
1.897,1.8329
0.628,0.424
2.2684,0.11205
3.6249,0.27096
0.49093,-0.11745
0.38061,-0.070799
0.48247,-0.070803
1.5034,0.6812
3.2697,0.45877
3.3781,1.2828
4.5488,0.2462
1.0628,-0.24162
1.6004,1.5369
0.62656,0.78531
-0.0090765,0.5463
4.959,5.1557
2.7301,3.4455
1.5907,0.17918
0.16745,0.01485
0.24891,-0.046301
5.6254,1.7989
-0.92638,1.2962
1.7612,-0.088997
4.6789,-0.78246
4.3889,0.31747
2.599,0.3269
3.2124,0.20838
4.0238,-0.063067
2.5435,-0.050933
6.6464,3.5512
0.14086,0.074095
3.2147,0.33595
6.3561,1.7677
6.3705,-0.60365
2.6093,0.75934
0.23567,0.0209
1.3562,0.20394
6.4222,0.12328
8.8518,1.4109
4.8554,6.8465
9.9233,2.9915
0.18604,0.31322
7.5733,3.2559
2.1826,-0.49635
4.3848,1.0067
5.8494,3.6466
9.147,0.78481
-0.23373,0.45822
5.5394,-0.60607
0.46969,-0.095488
0.092388,0.050635
0.14367,0.48263
7.5774,6.1691
2.6013,0.37914
1.7513,0.27887
0.11621,0.05487
1.4755,-0.16456
0.95213,-0.083105
4.04,-0.31196
0.70331,0.28594
9.2972,2.0377
6.6351,2.1894
0.75675,-0.18028
9.731,2.0096
1.4695,0.00067151
1.3085,0.49467
0.62851,-0.056757
7.1015,11.125
0.40803,-0.11024
2.0382,0.14612
0.2944,0.33751
8.9768,14.165
3.7597,0.96777
3.5123,1.4579
1.8285,-0.050604
3.0959,0.18841
7.3253,2.7222
0.40391,0.078419
5.6466,1.0917
3.5543,1.5124
0.13774,0.037811
0.51179,-0.15536
3.0957,0.28183
0.5375,-0.16317
4.5894,0.17125
6.6696,1.9396
0.1434,-0.017219
2.25,-0.1978
0.28535,0.035887
0.56447,-0.12649
8.9189,1.2534
3.2866,-0.041663
5.3595,0.87334
2.9185,-0.35405
1.0984,0.04024
0.41031,-0.11206
0.57633,-0.035666
6.8131,6.4557
2.9663,1.4504
0.81399,-0.081442
2.4377,0.091476
6.9395,1.7606
0.39185,-0.074213
0.31067,1.0696
