0.24469,-0.14171,-0.047282,0.16835,0.083351
0.27279,1.0297,0.34182,0.32001,0.32305
0,-0,-0,0,-0
0,-0,-0,0,-0
0.39497,-2.1221,2.2418,-1.6996,4.4058
0.70178,-0.33641,0.66652,-0.46765,1.8151
0,-0,-0,0,-0
0,-0,-0,0,-0
0.96145,-0.24614,0.1665,-0.041012,1.0139
0,-0,-0,0,-0
0,-0,-0,0,-0
0,-0,-0,0,-0
0.47472,0.26441,0.92018,0.56191,0.90069
-0.90962,-0.45466,1.5232,0.60664,1.6949
-0.5178,-0.49733,0.35391,1.9055,3.063
-0.12541,0.18414,-0.066358,0.20306,0.33312
-0.10105,0.025842,-0.093951,0.2121,0.046794
-0.13846,-0.15292,0.48604,-0.02362,0.14715
1.5485,1.0627,2.0602,-0.99331,1.7962
0.030061,0.12628,0.10212,-0.17226,0.27582
-0.26715,-0.48002,0.47094,-0.33187,0.80044
0,-0,-0,0,-0
0.055806,0.11442,-0.068468,-0.07788,0.039994
-1.4113,4.6279,-0.79107,1.0897,1.8367
0.045957,0.29981,0.01673,-0.24679,0.2019
-0.067687,-0.042247,-0.043412,0.11137,0.086928
0.25098,-0.44521,0.12111,-0.34783,0.85778
0,-0,-0,0,-0
0,-0,-0,0,-0
0,-0,-0,0,-0
0,-0,-0,0,-0
-0.127,-0.030791,0.18951,-0.17698,0.27186
-0.0012964,0.27462,-0.10825,-0.10628,0.014619
0,-0,-0,0,-0
0.12965,0.7531,0.87446,0.43557,-0.63651
0.30545,0.1053,0.0022243,0.42731,-0.18914
-0.023263,-0.0046394,0.06311,-0.020433,0.020308
0.35851,-0.69363,0.535,-0.045777,0.97603
-0.059074,0.18891,0.19265,-0.13375,0.32653
0.37078,1.4766,-0.34713,-0.82654,0.54477
-0.1948,1.0646,-0.21367,-0.21743,0.40145
0.83119,0.39248,0.49494,2.8999,2.9561
0.10961,0.32355,-0.088508,-0.087956,-0.13272
0.060229,-0.024804,-0.0087604,-0.013665,0.013084
-0.17359,0.28714,0.019971,-0.015003,0.98177
-0.89917,-0.1024,-0.082673,1.9914,0.10923
1.5981,2.8115,-1.3016,4.3295,1.6622
3.0248,-1.8146,3.9474,4.4034,3.3792
1.6426,-0.49559,-0.85926,4.9294,0.13429
2.6229,5.4501,-0.68373,5.5858,0.88111
0.43206,0.57587,-0.058388,-0.29838,-0.00070224
0,-0,-0,0,-0
-0.24821,0.069718,0.38202,0.3835,0.014606
0.23256,-0.16266,0.52153,-0.38877,0.793
0.10143,-0.67295,0.73878,-0.099204,0.96675
0.051946,-0.21069,0.63352,-0.17308,0.55829
0.23621,-0.10287,-0.072209,0.026165,0.028268
0.64837,1.1889,-0.31158,2.7885,3.7175
0.058753,0.072936,-0.057979,-0.075325,0.071926
-0.055372,0.21614,-0.054867,0.10055,-0.13181
0,-0,-0,0,-0
0,-0,-0,0,-0
0.50803,-0.22503,0.42172,0.52126,1.6875
1.4976,-0.74687,0.84731,0.92601,3.8091
0.010392,0.49679,0.083553,0.67741,1.0844
1.6696,-0.78679,1.1447,0.58435,3.7842
-0.6315,-0.2539,0.91082,0.90722,1.7191
1.6557,-0.42503,1.5329,3.3391,4.2698
0.12206,-0.027347,-0.010479,0.022851,-0.03708
0,-0,-0,0,-0
-0.29308,-0.46365,0.37255,-0.17056,0.93742
0,-0,-0,0,-0
0.30409,-0.48881,0.74075,-0.91713,2.1443
0.50526,-0.31312,0.16413,0.014436,0.74409
0.21298,0.093492,0.35803,0.76475,-0.26892
-0.35367,-0.11235,0.48094,0.3549,0.3082
3.2372,2.9354,0.24702,-0.9387,-1.9619
0.6544,1.7115,-0.076486,1.9112,0.32926
-0.31836,0.23253,-0.28096,0.43175,0.27305
-0.099541,-0.20513,0.19914,-0.13182,0.34678
0.88383,0.73944,-0.55671,0.94994,0.038972
-0.047995,0.23871,-0.11655,-0.016884,0.042572
-0.043002,-0.003874,0.036587,-0.13764,0.1884
-0.093747,-0.18592,0.17312,-0.15714,0.33272
0.32237,-0.16511,0.77991,0.53372,-0.3783
-0.64304,0.2418,-0.54837,1.6912,0.38254
-0.22884,-0.30809,0.48105,-0.47595,0.81704
0.051169,0.0011683,-0.0021291,-0.11413,0.13191
-0.16833,-0.1465,0.20161,-0.12521,0.33256
0.17557,-0.067047,-0.089843,-0.014163,0.17762
-0.78523,-0.86056,0.90879,-0.22031,2.0325
0,-0,-0,0,-0
0.036966,0.00051051,0.030456,0.035466,-0.063765
-0.2334,-0.075587,0.068383,0.098151,0.31403
0,-0,-0,0,-0
-0.20311,-0.2545,0.28516,0.07904,0.66137
1.3244,-0.33943,-0.23184,2.0467,0.86337
0.49544,-0.49752,0.14122,-0.24087,0.76615
-0.080237,-0.055816,0.43945,0.61457,0.44068
-0.51228,-1.234,1.1547,-0.33106,1.997
0,-0,-0,0,-0
1.3085,-0.95043,0.67686,1.1333,1.6287
-1.1968,-1.2689,1.5019,1.1183,2.7224
-0.31003,-0.031774,1.0816,-0.14831,1.2271
2.119,-1.6182,1.8588,2.0089,2.5681
-0.20793,-0.19269,0.46622,-0.29478,0.8511
0.017642,-0.30958,0.21039,0.10762,0.38246
-0.22485,-0.246,0.36006,-0.26982,0.59581
-0.32599,-0.54083,0.40222,0.022567,0.88386
-0.031422,-0.28794,0.1586,-0.15132,0.4506
-0.095323,-0.050331,0.11302,-0.018546,0.092587
-0.52424,-1.129,1.4457,-0.67007,2.6525
0.10122,-0.37579,0.12892,0.084114,0.85525
-0.14514,-0.58824,0.59973,-0.29589,1.3193
2.3207,6.1389,0.034241,-0.38991,0.5924
-0.02225,-0.37432,0.26257,0.026373,0.50574
-0.010667,-0.22757,0.69897,0.25648,0.49348
0,-0,-0,0,-0
0.11177,0.3166,-0.11694,-0.2448,0.084517
2.445,2.4914,0.29575,-0.17656,0.55822
-0.16512,-0.28925,0.2806,-0.22706,0.51743
0,-0,-0,0,-0
0.019478,-0.14096,0.13009,-0.056494,0.20327
0.1907,0.022628,0.24268,-0.043081,-0.13407
-0.27114,-0.15702,0.35618,-0.27527,0.69666
2.3853,-1.1811,0.86111,3.8571,1.3986
-0.77568,-0.64627,-0.12364,1.204,1.2133
-0.26604,0.47608,0.0031197,2.5618,0.15599
-1.9419,-0.099073,-0.59631,4.2479,1.3631
0.25236,-0.0343,-0.24822,1.0301,0.31056
0.63602,1.8092,-0.60817,1.1171,0.69726
1.2437,-0.29502,0.45615,2.5345,1.6096
0.44128,1.3073,-0.33329,3.7041,3.1227
0.89793,1.259,-0.18176,9.0649,-1.2357
-0.053146,-0.91335,1.4761,-1.4082,4.1962
0.077646,-0.096238,0.29381,-0.27075,0.61862
-0.32586,-2.6048,2.5524,-1.5805,4.4301
4.6229,6.8503,-0.3626,4.3984,1.4807
0.13851,-0.96811,-0.17323,1.4888,1.4017
