-0.058777,0.20951,-0.089968,0.096765,0.13213
0.55683,0.34299,0.84617,0.04105,0.54387
-0,-0,-0,0,0
-0,-0,-0,0,0
3.5559,1.5135,-1.7225,2.4223,-2.5982
1.3281,1.0948,-0.22338,0.83043,-0.68897
-0,-0,-0,0,0
-0,-0,-0,0,0
0.56167,1.0642,-0.13571,0.44044,-0.13431
-0,-0,-0,0,0
-0,-0,-0,0,0
-0,-0,-0,0,0
1.0729,0.59908,0.17601,0.63966,0.67197
1.5115,-0.24947,-0.30154,1.6764,-0.083909
0.63775,0.52394,0.34428,2.8921,-0.099059
0.006871,0.040901,0.26753,0.27315,-0.057138
-0.13667,-0.054522,0.087028,0.13188,0.062625
0.44401,-0.11102,-0.21507,0.16488,0.064222
3.2316,1.5412,0.45543,0.050783,0.26165
0.26951,0.10313,0.10883,0.05128,-0.16768
0.63983,0.016207,-0.38182,0.5418,-0.61883
-0,-0,-0,0,0
0.010241,0.060644,0.1067,-0.056972,-0.060736
0.42481,-0.321,4.6531,0.70242,0.045097
0.23115,0.095254,0.24893,-0.080241,-0.17339
-0.058342,-0.022886,0.01086,0.12308,-0.0095476
0.43744,0.43964,-0.30179,0.40465,-0.58062
-0,-0,-0,0,0
-0,-0,-0,0,0
-0,-0,-0,0,0
-0,-0,-0,0,0
0.27903,-0.0099083,-0.031424,0.13777,-0.24029
-0.0029077,0.022998,0.24727,-0.10889,-0.083666
-0,-0,-0,0,0
0.65065,-0.21044,0.31812,-0.39485,1.2894
-0.10216,0.14152,0.071416,-0.046186,0.58745
0.061251,-0.010917,-0.016362,0.015428,-0.010351
0.70346,0.54712,-0.5615,0.6834,-0.26746
0.35308,0.053067,0.15982,0.11144,-0.14824
0.54341,0.45357,1.2867,-0.56679,-0.49782
0.24365,-0.022153,0.9983,-0.12148,-0.23257
0.84967,1.4863,1.0213,2.6771,1.5335
-0.0017033,0.039529,0.24638,-0.23686,0.080395
0.0025952,0.051186,-0.022338,-0.0059171,-0.0038234
0.41728,0.15971,0.43462,0.52901,-0.43844
-0.77061,-0.63249,0.26006,1.1683,1.0383
-0.83424,1.6383,3.3329,1.5516,3.3946
3.3648,3.0718,-1.6247,3.8405,4.3337
-1.8536,1.0659,0.25232,1.7688,4.0431
-0.30878,2.3199,5.2897,0.85079,5.8006
0.2168,0.33532,0.42265,-0.38019,0.052409
-0,-0,-0,0,0
0.21197,-0.21261,0.028583,0.23702,0.3776
0.83594,0.39755,-0.17866,0.31769,-0.37837
0.87822,0.31742,-0.58127,0.71257,-0.29246
0.75406,0.18023,-0.2539,0.33326,-0.13585
-0.04342,0.17814,-0.078843,-0.012495,0.054585
0.58172,1.6321,2.0318,2.8827,0.86701
0.017681,0.076095,0.07471,-0.023992,-0.07997
-0.077643,-0.08447,0.18473,-0.081856,0.14436
-0,-0,-0,0,0
-0,-0,-0,0,0
0.8406,0.85014,0.040144,1.1561,0.00075362
1.7884,2.3183,-0.12779,2.5449,-0.28711
0.37631,0.34952,0.67725,0.79889,0.16163
2.1606,2.4034,-0.29983,2.3572,-0.3141
0.98614,0.0018368,0.041466,1.6684,0.0068801
1.9933,2.4439,0.29293,3.7135,1.9045
-0.015416,0.076766,-0.034819,-0.036549,0.074478
-0,-0,-0,0,0
0.55099,0.053938,-0.29807,0.68913,-0.61398
-0,-0,-0,0,0
1.5838,0.85747,-0.31794,0.95717,-1.3299
0.39488,0.60599,-0.20111,0.41285,-0.13301
0.054002,0.043397,0.0072431,0.11885,0.96782
0.36947,-0.23274,-0.086549,0.46285,0.20538
0.94374,1.7868,1.6299,-3.0757,2.2523
0.072749,0.47806,1.6581,0.33125,2.0436
-0.27662,-0.12189,0.39243,0.35465,-0.0076242
0.27037,0.022111,-0.16117,0.23694,-0.25757
-0.40876,0.64446,0.79672,-0.039174,1.0316
-0.034092,-0.013825,0.23824,-0.039763,-0.048253
0.12957,0.020409,0.0079727,0.060234,-0.17842
0.25793,0.02087,-0.14511,0.20729,-0.27172
0.47195,-0.033071,-0.38254,-0.039066,1.1229
-0.88807,-0.31183,0.66221,1.028,0.64519
0.73412,0.050899,-0.26668,0.42709,-0.6515
0.084503,0.080494,0.0094375,0.015321,-0.12758
0.26228,-0.0229,-0.1089,0.23842,-0.26862
0.0010958,0.18335,-0.013743,0.066344,-0.07322
1.24,-0.0022891,-0.5221,1.5681,-1.1905
-0,-0,-0,0,0
0.0065172,-0.0046599,-0.019138,-0.034937,0.094329
0.083801,-0.072059,0.010637,0.3108,-0.15559
-0,-0,-0,0,0
0.37197,0.031297,-0.13229,0.55059,-0.24757
-0.35557,1.2202,0.060618,1.1184,1.5481
0.41133,0.6045,-0.37059,0.36627,-0.39344
0.34635,0.031459,-0.00073124,0.56965,0.44048
1.4271,0.18276,-0.93693,1.5449,-1.1357
-0,-0,-0,0,0
0.83655,1.3627,-0.64317,1.3728,0.80874
1.4924,-0.18033,-0.69776,2.7609,-0.43663
1.3987,0.033894,-0.06847,0.76265,-0.24935
1.9405,2.1397,-1.2889,2.3189,1.7797
0.70481,0.099757,-0.13102,0.50833,-0.5487
0.21885,0.1155,-0.22759,0.35696,-0.059626
0.50724,-0.0031898,-0.1979,0.36984,-0.45173
0.47779,0.010337,-0.3536,0.77293,-0.46292
0.27006,0.10432,-0.20811,0.28954,-0.32632
0.10881,-0.045023,-0.047395,0.090121,-0.058015
2.0471,0.35896,-0.82877,1.7768,-1.5644
