0.041705,-0.096888,0.06003,0.30632,-0.033798
0.45856,0.82481,0.18691,0.096789,0.77517
0,-0,0,0,0
0,-0,0,0,0
-0.55539,-0.22242,3.9543,-0.20927,0.046798
-0.033528,0.31821,1.4668,0.40937,0.11694
0,-0,0,0,0
0,-0,0,0,0
-0.011939,0.13298,0.78651,0.85633,-0.022097
0,-0,0,0,0
0,-0,0,0,0
0,-0,0,0,0
0.45706,0.3305,0.88845,0.38274,1.0678
0.80394,-0.081942,1.5259,-0.80404,1.1003
2.1311,0.19503,1.6644,0.35045,-0.045952
0.32058,0.20917,0.087173,-0.047935,-0.025053
0.18909,0.0049481,-0.055437,0.0032051,-0.043151
-0.038968,-0.10538,0.3189,-0.21522,0.37778
-0.38018,1.4093,2.0971,0.5417,1.7615
-2.1245e-05,0.19775,0.20041,-0.04576,0.0081913
-0.064352,-0.12727,0.7235,-0.33073,-0.022547
0,-0,0,0,0
-0.0070999,0.11749,-0.012556,0.031771,-0.069295
2.9583,3.9186,-0.34669,-1.1997,0.36093
-0.015038,0.32543,0.10194,-0.064075,-0.026086
0.10825,-0.022758,0.013979,0.00044066,-0.053831
-0.12105,-0.035928,0.64536,0.16344,-0.28381
0,-0,0,0,0
0,-0,0,0,0
0,-0,0,0,0
0,-0,0,0,0
-0.023203,0.064413,0.23955,-0.20013,0.053088
0.027789,0.23715,-0.074312,-0.04385,-0.063888
0,-0,0,0,0
0.10067,0.28039,-0.054409,-0.10403,1.4304
0.15056,-0.026713,-0.11275,0.3895,0.24364
-0.011086,0.00024324,0.03963,-0.045125,0.055218
-0.053039,-0.266,0.93132,0.31233,0.13179
0.063681,0.2453,0.24476,-0.14686,0.12216
0.033562,1.4672,0.051841,0.0040989,-0.32762
0.36555,0.97479,-0.040645,-0.27937,-0.12508
2.5855,0.74592,1.6262,1.7002,0.87308
-0.023596,0.23307,-0.13642,0.047598,0.010699
-0.024185,-0.010712,0.015305,0.053367,-0.015128
0.44265,0.50692,0.48443,-0.11101,-0.2171
1.4509,-0.36362,-0.26784,-0.14416,0.44593
3.766,2.1624,-0.28666,2.9752,0.49546
2.011,-1.2152,3.9326,3.3778,4.6533
2.6838,-0.92822,-0.46594,3.3959,0.54809
4.6152,3.7469,-0.82098,3.5594,2.9238
-0.12089,0.50059,-0.03265,0.21653,0.07754
0,-0,0,0,0
0.26427,-0.03063,0.11041,-0.21626,0.52381
-0.1459,0.13948,0.76553,0.01545,0.18709
-0.0442,-0.26195,0.99495,0.024758,0.27781
-0.087892,-0.018447,0.65202,-0.092242,0.39888
-0.046707,-0.060808,0.026072,0.25603,-0.088893
3.1391,1.6242,1.5269,1.6919,0.0091606
-0.0089382,0.092321,0.015362,0.038966,-0.073975
0.095084,0.11507,-0.14214,-0.036445,0.063419
0,-0,0,0,0
0,-0,0,0,0
0.64445,0.23345,1.1705,0.68393,0.1076
1.1483,0.39919,2.6723,1.6885,0.21623
0.89628,0.60566,0.50983,0.2325,0.12424
0.83971,0.39724,2.8578,1.654,0.42896
1.0815,0.096384,1.2402,-0.35327,0.63882
2.7342,0.38292,3.0016,2.4243,1.6918
-0.033471,-0.03008,-0.0071228,0.11767,0.012075
